player_name,player_short_name,player_id,player_birthdate,team_name,team_id,competition_name,competition_id,season_name,season_id,position_group,minutes_full_all,minutes_full_tip,minutes_full_otip,count_match,count_match_failed,total_distance_full_all,total_metersperminute_full_all,running_distance_full_all,hsr_distance_full_all,hsr_count_full_all,sprint_distance_full_all,sprint_count_full_all,hi_distance_full_all,hi_count_full_all,medaccel_count_full_all,highaccel_count_full_all,meddecel_count_full_all,highdecel_count_full_all,explacceltohsr_count_full_all,timetohsr_top3,explacceltosprint_count_full_all,timetosprint_top3,psv99,psv99_top5,total_distance_full_tip,total_metersperminute_full_tip,running_distance_full_tip,hsr_distance_full_tip,hsr_count_full_tip,sprint_distance_full_tip,sprint_count_full_tip,hi_distance_full_tip,hi_count_full_tip,medaccel_count_full_tip,highaccel_count_full_tip,meddecel_count_full_tip,highdecel_count_full_tip,explacceltohsr_count_full_tip,explacceltosprint_count_full_tip,total_distance_full_otip,total_metersperminute_full_otip,running_distance_full_otip,hsr_distance_full_otip,hsr_count_full_otip,sprint_distance_full_otip,sprint_count_full_otip,hi_distance_full_otip,hi_count_full_otip,medaccel_count_full_otip,highaccel_count_full_otip,meddecel_count_full_otip,highdecel_count_full_otip,explacceltohsr_count_full_otip,explacceltosprint_count_full_otip
Tim Payne,T. Payne,51017,1994-01-10,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,97.01,23.85,29.65,2,0,10636.0,109.64,1420.5,719.0,63.0,206.5,12.0,925.5,75.0,108.5,6.0,94.0,16.0,5.5,,1.5,,28.7,28.7,3145.0,131.87,451.0,245.5,22.0,103.5,6.0,349.0,28.0,37.0,3.0,23.5,4.5,2.0,1.5,4295.5,144.87,796.5,424.0,34.0,90.0,4.5,514.0,38.5,45.5,2.5,35.0,6.0,2.5,0.0
Sam Sutton,S. Sutton,51028,2001-12-10,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Full Back,93.35,24.67,29.31,18,0,10267.56,109.99,1374.39,572.56,52.06,214.11,10.78,786.67,62.83,116.17,6.89,97.5,16.83,5.44,0.61,2.22,1.32,29.16,31.08,3269.72,132.54,525.39,260.44,22.0,111.17,5.0,371.61,27.0,37.17,2.5,26.94,4.83,1.94,0.78,4120.83,140.59,686.83,263.56,23.83,87.67,4.11,351.22,27.94,51.33,2.72,38.39,5.83,2.22,1.0
Sam Sutton,S. Sutton,51028,2001-12-10,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Wide Attacker,98.84,20.09,32.86,2,0,10977.5,111.06,1502.5,587.0,59.5,184.0,10.5,771.0,70.0,128.0,10.0,96.5,20.5,7.0,,1.5,,28.2,28.2,2681.0,133.44,471.5,169.0,21.0,43.5,3.5,212.5,24.5,34.5,3.0,21.0,4.5,2.0,0.5,4833.0,147.09,860.5,371.0,33.5,123.5,6.0,494.5,39.5,60.5,3.5,41.0,9.0,2.5,0.5
Nicolas Milanovic,N. Milanovic,51036,2001-11-14,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Center Forward,95.75,34.73,24.17,1,0,11440.0,119.48,1319.0,559.0,53.0,273.0,14.0,832.0,67.0,94.0,6.0,82.0,12.0,5.0,,2.0,,31.2,31.2,4688.0,134.97,611.0,387.0,37.0,233.0,10.0,620.0,47.0,49.0,3.0,36.0,4.0,2.0,2.0,3677.0,152.15,628.0,137.0,10.0,30.0,1.0,167.0,11.0,24.0,1.0,19.0,2.0,0.0,0.0
Nicolas Milanovic,N. Milanovic,51036,2001-11-14,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Wide Attacker,90.53,24.21,25.76,22,0,10743.36,118.67,1499.64,615.32,59.55,236.77,12.82,852.09,72.36,101.64,6.09,84.55,15.14,4.5,0.62,1.68,1.26,29.32,30.88,3653.64,150.93,673.41,331.41,31.18,135.73,7.09,467.14,38.27,38.27,2.41,24.41,4.41,1.77,0.86,3865.91,150.08,671.95,237.0,22.27,83.27,3.55,320.27,25.82,36.14,1.68,30.45,4.05,1.05,0.23
Noah Smith,N. Smith,51039,2000-12-15,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Full Back,82.65,31.48,19.6,1,0,9663.0,116.91,1421.0,671.0,56.0,162.0,12.0,833.0,68.0,115.0,5.0,96.0,13.0,5.0,,3.0,,27.8,27.8,3999.0,127.02,613.0,281.0,26.0,82.0,5.0,363.0,31.0,51.0,1.0,35.0,4.0,1.0,0.0,2986.0,152.35,609.0,314.0,23.0,51.0,4.0,365.0,27.0,37.0,2.0,27.0,5.0,2.0,2.0
Harry Van Der Saag,H. Van Der Saag,51043,1999-10-29,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Full Back,76.58,21.22,23.6,6,0,8758.17,114.36,1199.17,465.0,41.0,128.67,7.0,593.67,48.0,86.0,4.0,71.67,11.0,2.0,0.81,0.33,,28.33,28.52,2810.67,132.46,416.0,157.67,13.5,51.33,1.83,209.0,15.33,24.83,0.83,19.5,2.33,0.33,0.0,3500.5,148.33,637.67,270.17,23.33,72.17,3.5,342.33,26.83,36.5,1.67,26.5,3.5,0.5,0.0
Luke Brattan,L. Brattan,51044,1990-03-08,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Midfield,97.07,27.0,25.87,26,0,10765.46,110.9,1549.38,447.27,39.73,84.62,4.65,531.88,44.38,108.46,3.77,94.77,14.96,2.38,0.67,0.27,1.65,26.48,27.82,3748.38,138.85,591.27,113.31,10.12,14.23,0.42,127.54,10.54,32.08,1.08,27.46,3.0,0.35,0.04,4006.23,154.84,839.77,311.58,26.35,64.81,2.85,376.38,29.19,46.73,1.65,33.81,5.62,1.0,0.04
Anthony Cáceres,A. Cáceres,51045,1992-09-29,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Midfield,98.08,30.16,22.54,21,0,12226.0,124.65,2387.33,780.19,62.29,153.19,9.19,933.38,71.48,121.33,4.9,108.33,16.14,3.29,0.63,0.76,1.33,27.78,28.92,4658.76,154.49,972.52,280.19,23.81,54.38,3.24,334.57,27.05,50.71,1.57,39.95,3.95,1.19,0.14,4221.81,187.32,1217.95,452.71,33.67,92.29,4.57,545.0,38.24,39.52,1.67,30.05,5.38,0.95,0.19
Anthony Cáceres,A. Cáceres,51045,1992-09-29,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,99.92,29.17,21.17,4,0,12281.0,122.91,2269.25,731.25,62.0,151.75,9.0,883.0,71.0,120.5,5.25,102.0,19.75,2.25,,0.5,,27.32,27.32,4640.75,159.09,989.25,290.0,24.0,37.25,2.75,327.25,26.75,52.25,2.0,40.0,5.0,1.25,0.25,3869.5,182.78,1086.25,397.5,30.75,95.0,4.25,492.5,35.0,39.75,1.25,28.0,6.75,0.5,0.0
Paulo Retre,P. Retre,51046,1993-03-04,Wellington Phoenix FC,867,AUS - A-League,61,2024/2025,95,Midfield,84.63,22.37,28.09,14,0,10477.07,123.8,1889.0,556.79,42.79,79.64,3.86,636.43,46.64,111.07,3.43,92.36,11.5,1.71,0.85,0.29,,25.78,26.94,3400.93,152.05,744.71,168.5,12.5,21.36,0.57,189.86,13.07,33.43,1.21,24.43,2.0,0.5,0.0,4524.36,161.09,998.93,356.29,27.93,51.36,2.14,407.64,30.07,56.79,1.36,41.29,5.5,0.5,0.14
Joel Bruce King,J. King,51048,2000-10-30,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Central Defender,95.64,28.52,23.66,5,0,10347.8,108.2,1358.2,477.6,44.6,144.0,8.0,621.6,52.6,115.8,5.0,92.4,13.4,4.0,0.76,2.4,1.43,28.34,28.34,3557.0,124.72,464.6,125.8,10.0,17.8,1.2,143.6,11.2,37.8,1.8,29.0,3.2,0.2,0.0,3733.4,157.82,719.4,313.2,29.2,111.8,5.4,425.0,34.6,44.8,2.0,30.8,3.8,1.8,1.2
Joel Bruce King,J. King,51048,2000-10-30,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Full Back,94.14,30.82,20.15,9,0,10878.22,115.56,1716.44,716.11,60.33,167.22,10.56,883.33,70.89,119.67,7.89,102.44,21.56,6.0,0.73,1.0,1.65,27.87,28.46,4239.89,137.58,763.78,295.0,23.67,43.22,3.11,338.22,26.78,46.67,2.89,37.44,6.33,1.78,0.33,3329.33,165.26,714.67,371.89,31.11,112.44,5.78,484.33,36.89,40.22,2.11,27.44,6.33,1.56,0.33
Ben Warland,B. Warland,51050,1996-09-04,Brisbane Roar FC,1802,AUS - A-League,61,2024/2025,95,Central Defender,98.98,23.72,31.0,7,0,10928.43,110.41,1346.57,404.71,34.86,80.14,5.14,484.86,40.0,105.0,3.29,87.57,9.0,1.43,0.89,0.0,,27.11,27.46,3217.0,135.64,397.57,89.71,7.86,12.57,0.71,102.29,8.57,25.29,0.71,20.71,1.71,0.14,0.0,4478.14,144.45,749.14,262.29,22.71,62.86,3.14,325.14,25.86,46.57,1.43,35.29,2.14,0.57,0.0
Callum Talbot,C. Talbot,51051,2001-02-26,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Full Back,90.75,28.43,23.1,14,0,10677.79,117.66,1621.57,584.29,54.07,151.64,9.5,735.93,63.57,114.29,6.21,93.43,16.07,4.36,0.69,0.86,1.49,27.83,28.9,4053.43,142.57,704.07,246.14,23.93,71.64,4.14,317.79,28.07,44.21,2.14,32.79,4.79,1.57,0.14,3582.71,155.11,711.64,296.07,25.07,71.36,3.57,367.43,28.64,39.93,2.0,27.71,4.71,1.36,0.43
Patrick Wood,P. Wood,51053,2002-09-16,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Center Forward,74.17,19.66,23.96,5,0,8567.0,115.5,1175.8,441.2,48.0,150.0,9.4,591.2,57.4,90.0,6.2,74.0,16.2,4.6,0.75,0.8,,28.64,28.64,2670.6,135.82,479.4,185.0,19.0,75.4,4.2,260.4,23.2,31.8,2.4,21.6,3.6,1.8,0.2,3624.0,151.27,602.0,226.6,24.2,62.2,3.8,288.8,28.0,33.4,2.0,29.2,5.4,1.4,0.4
Patrick Wood,P. Wood,51053,2002-09-16,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Midfield,79.62,14.9,23.72,1,0,9307.0,116.9,1170.0,691.0,63.0,259.0,17.0,950.0,80.0,96.0,7.0,84.0,18.0,7.0,,4.0,,30.0,30.0,2384.0,160.0,419.0,317.0,33.0,148.0,9.0,465.0,42.0,31.0,3.0,20.0,5.0,3.0,1.0,3688.0,155.5,588.0,353.0,27.0,99.0,6.0,452.0,33.0,32.0,1.0,29.0,5.0,1.0,1.0
Rhyan Grant,R. Grant,51644,1991-02-26,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Central Defender,98.46,31.7,21.36,12,0,9980.83,101.37,1238.92,484.33,48.33,214.17,11.25,698.5,59.58,112.92,7.75,92.58,16.83,6.17,0.67,2.5,1.28,29.43,30.36,3576.17,112.82,418.58,119.25,13.0,54.33,2.5,173.58,15.5,35.33,1.83,29.83,3.75,1.42,0.58,3340.42,156.36,636.08,298.42,29.25,139.67,6.58,438.08,35.83,41.83,2.67,28.25,3.92,2.25,0.92
Rhyan Grant,R. Grant,51644,1991-02-26,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Full Back,100.73,29.51,23.15,13,0,10662.62,105.86,1468.38,699.69,65.62,269.38,13.77,969.08,79.38,116.62,9.38,100.38,23.15,6.0,0.68,1.92,1.35,29.11,30.44,3587.31,121.55,525.69,211.92,20.69,69.23,3.69,281.15,24.38,40.15,3.15,31.69,5.54,1.92,0.38,3665.46,158.31,721.85,420.23,36.31,173.46,8.15,593.69,44.46,44.85,2.69,30.92,6.85,1.69,0.77
Jonny  Yull,J. Yull,51646,2005-03-05,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,88.08,23.57,24.27,6,0,10162.33,115.38,1565.17,667.33,59.83,195.0,11.5,862.33,71.33,110.67,6.33,89.17,16.0,4.67,0.75,1.0,1.48,28.05,28.44,3440.33,145.95,635.33,326.67,29.17,115.83,7.17,442.5,36.33,40.83,2.83,25.83,3.5,2.5,0.67,3661.67,150.84,762.83,291.5,24.83,66.5,3.33,358.0,28.17,40.67,1.83,31.83,5.0,0.67,0.0
Jake Hollman,J. Hollman,51648,2001-08-26,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Center Forward,92.97,26.51,26.19,4,0,11135.25,119.78,1653.5,615.0,53.5,124.75,7.0,739.75,60.5,113.75,4.75,92.5,13.25,3.0,1.02,0.0,,28.38,28.38,3995.0,150.71,769.25,344.25,27.25,74.75,3.75,419.0,31.0,44.5,1.75,28.75,4.0,0.75,0.0,4058.0,154.93,740.0,231.0,23.0,41.25,1.5,272.25,24.5,40.75,1.25,30.25,3.25,0.0,0.0
Jake Hollman,J. Hollman,51648,2001-08-26,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Midfield,83.52,22.47,23.96,15,0,10239.0,122.59,1575.87,519.33,44.33,122.0,6.53,641.33,50.87,93.4,3.13,79.93,10.47,1.6,0.67,0.53,1.6,27.76,29.42,3519.6,156.61,699.93,221.0,17.73,40.8,2.0,261.8,19.73,30.53,0.93,23.13,2.8,0.47,0.07,3848.6,160.6,729.27,269.47,23.6,73.73,3.47,343.2,27.07,37.47,0.73,29.4,3.13,0.47,0.07
Jake Hollman,J. Hollman,51648,2001-08-26,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Wide Attacker,98.12,25.4,22.32,1,0,11664.0,118.88,2028.0,624.0,56.0,148.0,7.0,772.0,63.0,84.0,6.0,65.0,13.0,5.0,,0.0,,28.7,28.7,4044.0,159.21,944.0,290.0,31.0,73.0,3.0,363.0,34.0,35.0,3.0,22.0,4.0,3.0,0.0,3794.0,170.01,886.0,278.0,23.0,66.0,2.0,344.0,25.0,33.0,1.0,21.0,2.0,0.0,0.0
Aleksandar Šušnjar,A. Šušnjar,51649,1995-08-19,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Central Defender,98.65,29.59,27.0,13,0,10449.0,105.92,1197.23,368.15,34.92,97.0,5.46,465.15,40.38,109.62,3.85,87.69,8.92,2.15,0.83,0.46,1.6,27.93,29.4,3810.92,128.78,478.69,99.0,10.0,17.69,0.85,116.69,10.85,33.77,0.92,28.08,2.23,0.31,0.08,3672.85,136.02,549.38,235.85,21.62,70.92,3.15,306.77,24.77,45.0,1.62,32.15,3.0,1.0,0.23
Lachlan Rose,L. Rose,51651,1999-05-10,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Center Forward,84.4,24.44,23.29,11,1,10016.64,118.67,1487.64,755.55,78.36,330.18,18.73,1085.73,97.09,110.27,9.18,85.73,23.82,6.27,0.73,1.73,1.51,30.41,31.24,3430.27,140.35,528.64,335.18,35.82,183.45,9.64,518.64,45.45,40.45,3.64,24.64,7.18,2.36,0.64,3816.27,163.86,811.82,353.73,35.64,120.64,7.0,474.36,42.64,40.45,2.45,31.09,8.27,1.36,0.36
Liam Rose,L. Rose,51655,1997-04-07,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Midfield,75.39,21.5,20.77,10,0,8395.0,111.36,1114.9,308.6,27.7,96.5,3.6,405.1,31.3,79.4,3.0,72.3,8.2,1.7,0.7,0.4,1.79,27.53,29.12,2959.0,137.63,381.8,49.5,5.3,10.2,0.4,59.7,5.7,23.2,0.6,20.1,1.8,0.0,0.0,3166.0,152.42,622.6,208.5,19.2,55.8,2.0,264.3,21.2,34.7,1.2,25.6,3.3,0.7,0.0
Charles M'Mombwa,C. M'Mombwa,51656,1998-03-14,Newcastle United Jets FC,1805,AUS - A-League,61,2024/2025,95,Midfield,68.63,22.3,18.82,4,0,8646.25,125.98,1452.25,338.5,33.25,146.5,6.75,485.0,40.0,80.75,4.0,68.5,7.5,2.75,0.72,1.25,1.75,28.52,28.52,3405.25,152.73,631.75,130.75,13.75,72.25,3.0,203.0,16.75,31.25,1.25,23.25,2.25,0.75,0.25,3091.25,164.21,699.25,190.25,17.5,59.5,2.0,249.75,19.5,32.0,1.0,21.75,2.5,0.75,0.0
Daniel De Silva,Daniel De Silva,51659,1997-03-06,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Center Forward,90.98,29.83,20.58,1,0,10406.0,114.37,1578.0,606.0,49.0,69.0,5.0,675.0,54.0,117.0,5.0,101.0,16.0,3.0,,1.0,,26.4,26.4,4595.0,154.02,967.0,462.0,34.0,46.0,3.0,508.0,37.0,48.0,2.0,37.0,6.0,1.0,0.0,2930.0,142.35,499.0,113.0,12.0,17.0,1.0,130.0,13.0,30.0,0.0,26.0,3.0,0.0,0.0
Daniel De Silva,Daniel De Silva,51659,1997-03-06,Macarthur FC,1804,AUS - A-League,61,2024/2025,95,Midfield,70.42,15.87,25.6,2,0,8730.5,123.97,1544.0,542.5,45.0,76.5,3.5,619.0,48.5,90.5,4.5,85.0,11.0,2.5,,0.5,,26.95,26.95,2703.0,170.36,673.0,328.5,24.0,55.0,2.0,383.5,26.0,27.5,1.5,19.0,3.5,1.0,0.5,3763.5,147.01,724.5,175.0,18.5,17.5,0.5,192.5,19.0,40.5,1.0,39.0,3.0,0.5,0.0
Jack Clisby,J. Clisby,51664,1992-02-16,Western Sydney Wanderers FC,2902,AUS - A-League,61,2024/2025,95,Full Back,93.52,26.54,26.01,17,0,10336.12,110.53,1350.88,601.71,54.76,208.12,10.76,809.82,65.53,108.24,6.88,93.47,16.65,4.59,0.66,1.24,1.24,29.48,31.06,3662.94,138.03,558.18,254.71,24.06,104.24,4.71,358.94,28.76,36.41,2.47,27.47,4.24,1.71,0.47,3691.65,141.95,638.82,303.12,25.82,89.0,4.29,392.12,30.12,42.94,2.06,31.59,5.29,1.47,0.41
Daniel Hall,D. Hall,51667,1999-06-14,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Central Defender,98.87,24.56,25.95,15,0,9760.07,98.72,1021.47,342.07,36.53,144.6,7.8,486.67,44.33,101.33,4.2,84.2,9.67,3.2,0.69,0.93,1.28,30.87,32.74,2925.2,119.09,307.27,70.07,8.6,30.73,1.67,100.8,10.27,24.6,1.13,20.73,2.07,0.67,0.0,3633.93,140.02,575.0,228.93,23.67,93.8,4.73,322.73,28.4,44.4,1.8,32.47,2.67,1.2,0.53
Alou Kuol,A. Kuol,51668,2001-07-05,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Center Forward,82.34,22.98,24.71,18,0,8635.56,104.87,973.94,458.28,51.33,201.06,11.72,659.33,63.06,86.33,7.94,67.61,17.67,6.28,0.6,2.83,1.19,29.59,31.08,2766.17,120.36,389.61,193.44,21.56,79.28,4.5,272.72,26.06,32.89,2.78,20.39,5.33,1.72,0.78,3511.89,142.11,508.22,232.5,25.17,106.89,5.67,339.39,30.83,33.67,2.33,27.06,5.78,2.06,0.89
Angus Thurgate,A. Thurgate,51675,2000-02-08,Western United,1803,AUS - A-League,61,2024/2025,95,Midfield,97.05,26.81,28.86,28,0,12606.75,129.9,2267.32,651.07,54.18,146.64,8.36,797.71,62.54,112.82,3.39,99.46,13.25,1.75,0.72,0.36,1.57,27.9,29.68,4260.29,158.91,845.93,173.04,15.79,33.5,2.0,206.54,17.79,35.79,1.04,30.43,3.32,0.5,0.04,5101.39,176.79,1235.14,431.29,34.39,106.86,4.89,538.14,39.29,49.82,0.89,37.07,4.93,0.36,0.07
Steven Ugarković,S. Ugarković,51681,1994-08-19,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Center Forward,97.93,31.79,23.76,2,0,12875.0,131.47,2194.0,692.5,64.5,178.0,13.0,870.5,77.5,127.0,6.0,101.5,12.5,5.5,,2.5,,27.85,27.85,5270.0,165.77,1040.5,328.0,31.5,126.5,7.5,454.5,39.0,51.0,2.5,37.0,3.5,2.5,2.0,4136.0,174.09,955.5,293.5,25.0,44.5,3.0,338.0,28.0,40.0,1.5,28.0,4.0,1.5,0.0
Steven Ugarković,S. Ugarković,51681,1994-08-19,Melbourne City FC,2380,AUS - A-League,61,2024/2025,95,Midfield,94.5,29.33,23.73,18,0,12387.78,131.09,2277.67,717.94,57.5,108.0,7.39,825.94,64.89,109.44,3.94,93.44,13.11,2.22,0.74,0.56,1.41,26.77,28.6,4769.39,162.61,952.78,285.89,24.39,53.61,2.72,339.5,27.11,40.61,1.39,31.72,3.44,0.67,0.17,4292.44,180.88,1130.89,392.83,29.39,48.67,3.06,441.5,32.44,41.0,1.67,29.28,4.89,0.72,0.17
Lucas Mauragis,L. Mauragis,51683,2001-09-04,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Full Back,95.19,26.29,28.57,16,0,11012.81,115.69,1603.62,702.25,65.25,218.62,13.0,920.88,78.25,116.75,7.56,98.31,20.88,5.56,0.7,1.44,1.42,28.7,29.8,3787.25,144.03,669.94,361.69,33.62,140.62,7.25,502.31,40.88,41.25,3.0,29.75,6.44,2.38,0.75,4118.38,144.14,750.44,292.56,26.62,67.94,4.06,360.5,30.69,47.19,2.5,33.81,6.81,1.5,0.38
Lucas Mauragis,L. Mauragis,51683,2001-09-04,Central Coast Mariners Football Club,870,AUS - A-League,61,2024/2025,95,Wide Attacker,75.72,19.58,23.37,1,0,9030.0,119.26,1448.0,592.0,61.0,179.0,11.0,771.0,72.0,90.0,10.0,71.0,24.0,6.0,,1.0,,28.6,28.6,2856.0,145.84,489.0,289.0,31.0,123.0,7.0,412.0,38.0,31.0,3.0,16.0,6.0,1.0,1.0,3626.0,155.18,830.0,274.0,25.0,49.0,2.0,323.0,27.0,38.0,3.0,26.0,8.0,2.0,0.0
Lachlan Jackson,L. Jackson,51685,1995-03-12,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Central Defender,96.54,24.14,22.51,9,0,9549.0,98.91,1043.56,366.44,36.78,110.56,6.33,477.0,43.11,96.11,4.33,74.11,9.33,3.89,0.74,0.67,1.69,29.04,30.0,3012.22,124.77,336.78,63.78,7.22,16.56,0.89,80.33,8.11,23.89,1.11,17.44,1.89,0.22,0.0,3198.89,142.14,536.11,263.89,24.0,84.56,3.89,348.44,27.89,40.0,2.11,26.11,3.11,1.89,0.33
Archie Goodwin,A. Goodwin,51686,2004-11-07,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Center Forward,78.59,22.86,21.6,16,1,8996.62,114.47,1263.88,518.81,54.38,204.62,11.44,723.44,65.81,95.19,8.12,78.12,16.88,5.12,0.65,1.69,1.27,30.42,31.32,3147.19,137.68,508.81,261.06,27.94,129.81,6.75,390.88,34.69,34.56,2.81,22.0,4.81,2.06,0.88,3259.0,150.87,606.12,213.75,21.06,62.81,3.5,276.56,24.56,30.69,1.88,27.31,3.75,0.88,0.12
Archie Goodwin,A. Goodwin,51686,2004-11-07,Adelaide United Football Club,866,AUS - A-League,61,2024/2025,95,Wide Attacker,80.6,23.67,22.73,1,0,9310.0,115.51,1355.0,529.0,54.0,101.0,7.0,630.0,61.0,106.0,6.0,90.0,11.0,4.0,,0.0,,27.4,27.4,3045.0,128.66,491.0,258.0,24.0,57.0,4.0,315.0,28.0,35.0,1.0,24.0,3.0,1.0,0.0,3444.0,151.5,647.0,222.0,20.0,23.0,1.0,245.0,21.0,37.0,2.0,31.0,3.0,1.0,0.0
Taras  Gomulka,T. Gomulka,51694,2001-09-16,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Center Forward,94.82,17.97,35.75,1,0,12468.0,131.5,2266.0,483.0,45.0,70.0,7.0,553.0,52.0,119.0,7.0,102.0,15.0,7.0,,0.0,,26.2,26.2,2803.0,156.01,543.0,139.0,9.0,8.0,2.0,147.0,11.0,36.0,2.0,22.0,2.0,0.0,0.0,6243.0,174.63,1604.0,318.0,33.0,61.0,4.0,379.0,37.0,58.0,3.0,52.0,10.0,3.0,0.0
Taras  Gomulka,T. Gomulka,51694,2001-09-16,Perth Glory Football Club,871,AUS - A-League,61,2024/2025,95,Midfield,97.91,20.82,33.79,16,0,12240.88,125.02,1959.75,594.69,44.75,92.44,5.38,687.12,50.12,103.06,2.56,95.25,10.62,1.5,0.76,0.12,,26.76,28.36,3255.25,156.34,597.88,130.62,10.44,19.06,0.81,149.69,11.25,27.94,0.69,20.69,2.19,0.25,0.0,5730.12,169.56,1221.12,433.31,30.94,65.75,3.25,499.06,34.19,51.0,0.69,42.88,4.69,0.44,0.06
Max Burgess,M. Burgess,51700,1995-01-16,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Wide Attacker,91.26,31.7,18.0,2,0,11758.0,128.84,2061.0,726.0,54.5,123.0,7.5,849.0,62.0,96.0,3.0,79.0,9.5,2.5,,0.5,,27.1,27.1,4851.5,153.04,866.5,281.0,20.0,35.5,2.5,316.5,22.5,46.5,0.5,35.0,2.5,0.0,0.0,3537.0,196.5,1010.0,414.0,30.0,72.5,4.0,486.5,34.0,28.0,0.5,19.5,5.0,0.5,0.0
Sebastian Pasquali,S. Pasquali,51701,1999-11-07,Western United,1803,AUS - A-League,61,2024/2025,95,Midfield,75.92,20.72,25.18,2,0,10349.5,136.33,2318.5,772.0,52.0,98.5,5.5,870.5,57.5,99.5,2.5,87.5,9.5,1.5,,0.0,,25.85,25.85,3219.5,155.41,774.0,105.5,7.5,1.5,0.0,107.0,7.5,28.5,0.5,23.5,2.0,0.5,0.0,4826.5,191.72,1396.5,600.0,40.0,94.0,4.0,694.0,44.0,46.0,1.0,37.0,4.0,0.5,0.0
Alex Grant,A. Grant,51708,1994-01-23,Sydney Football Club,869,AUS - A-League,61,2024/2025,95,Central Defender,98.92,31.36,22.18,3,0,10685.67,108.02,1497.0,455.33,35.67,98.67,4.33,554.0,40.0,111.0,4.0,84.33,8.33,1.67,,0.0,,26.7,26.7,3934.0,125.44,555.33,106.33,8.33,15.0,0.33,121.33,8.67,36.33,1.33,27.67,2.0,0.0,0.0,3441.33,155.17,703.67,302.67,24.33,69.67,2.33,372.33,26.67,43.0,1.33,28.67,3.67,1.33,0.0
Callan Elliot,C. Elliott,51713,1999-07-07,Auckland FC,4177,AUS - A-League,61,2024/2025,95,Full Back,88.58,21.59,23.3,6,0,9613.17,108.53,1300.67,559.67,53.33,166.17,10.17,725.83,63.5,106.5,6.33,85.83,16.83,4.67,0.71,0.83,1.35,28.83,29.08,2917.33,135.11,450.0,163.5,17.33,50.67,3.33,214.17,20.67,29.67,2.0,23.83,3.33,1.33,0.33,3458.33,148.44,656.83,339.67,28.5,90.5,5.33,430.17,33.83,43.5,2.17,28.5,6.5,1.67,0.17
Reno Piscopo,R. Piscopo,51714,1998-05-27,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Center Forward,67.92,20.05,17.65,1,0,8263.0,121.66,1347.0,351.0,40.0,114.0,6.0,465.0,46.0,78.0,4.0,60.0,8.0,2.0,,0.0,,28.8,28.8,3196.0,159.4,792.0,224.0,25.0,55.0,4.0,279.0,29.0,37.0,1.0,26.0,4.0,1.0,0.0,2672.0,151.39,440.0,100.0,11.0,24.0,1.0,124.0,12.0,26.0,1.0,19.0,2.0,0.0,0.0
Reno Piscopo,R. Piscopo,51714,1998-05-27,Melbourne Victory Football Club,868,AUS - A-League,61,2024/2025,95,Midfield,73.19,21.32,17.75,3,0,8981.67,122.71,1473.33,523.67,45.67,128.67,5.33,652.33,51.0,89.67,3.33,75.0,8.67,2.33,0.82,1.0,,27.7,27.7,3498.67,164.13,697.0,327.0,27.0,92.33,3.67,419.33,30.67,36.0,1.33,26.67,2.67,1.0,0.33,2942.0,165.75,661.33,175.67,15.0,32.33,1.0,208.0,16.0,28.0,1.0,20.33,2.0,0.33,0.0
